side,creature_id,samples,MOVE,MELEE_ATTACK,RANGED_ATTACK,WAIT,DEFEND,HERO_ACTION,CAST_OR_ABILITY,ABILITY,ATTACK
PLAYER,1273,3,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.466666667,0.066666667,0.066666667,0.066666667
PLAYER,1405,39,0.011494253,0.011494253,0.011494253,0.034482759,0.011494253,0.885057471,0.011494253,0.011494253,0.011494253
PLAYER,1431,11,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.741935484,0.032258065,0.032258065,0.032258065
PLAYER,1433,27,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.873015873,0.015873016,0.015873016,0.015873016
PLAYER,1437,10,0.034482759,0.034482759,0.034482759,0.034482759,0.103448276,0.655172414,0.034482759,0.034482759,0.034482759
PLAYER,1441,14,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.783783784,0.027027027,0.027027027,0.027027027
PLAYER,1443,17,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814,0.813953488,0.023255814,0.023255814,0.023255814
PLAYER,1451,116,0.004149378,0.004149378,0.004149378,0.004149378,0.004149378,0.966804979,0.004149378,0.004149378,0.004149378
PVE,1,8,0.280000000,0.280000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.200000000,0.040000000
PVE,2,27,0.015873016,0.396825397,0.492063492,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016,0.015873016
PVE,3,22,0.207547170,0.433962264,0.018867925,0.245283019,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925
PVE,4,93,0.661538462,0.292307692,0.005128205,0.015384615,0.005128205,0.005128205,0.005128205,0.005128205,0.005128205
PVE,5,4,0.294117647,0.294117647,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,6,33,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.893333333,0.013333333,0.013333333,0.013333333
PVE,8,29,0.283582090,0.611940299,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373
PVE,10,48,0.638095238,0.257142857,0.009523810,0.047619048,0.009523810,0.009523810,0.009523810,0.009523810,0.009523810
PVE,11,13,0.428571429,0.371428571,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429
PVE,12,1,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,16,12,0.030303030,0.090909091,0.030303030,0.030303030,0.030303030,0.030303030,0.696969697,0.030303030,0.030303030
PVE,17,73,0.470967742,0.483870968,0.006451613,0.006451613,0.006451613,0.006451613,0.006451613,0.006451613,0.006451613
PVE,18,4,0.176470588,0.411764706,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,20,54,0.008547009,0.247863248,0.692307692,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009
PVE,21,66,0.276595745,0.560283688,0.007092199,0.078014184,0.049645390,0.007092199,0.007092199,0.007092199,0.007092199
PVE,23,6,0.142857143,0.142857143,0.428571429,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048
PVE,24,6,0.523809524,0.142857143,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048
PVE,27,32,0.506849315,0.397260274,0.013698630,0.013698630,0.013698630,0.013698630,0.013698630,0.013698630,0.013698630
PVE,28,16,0.024390244,0.268292683,0.560975610,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244
PVE,29,13,0.257142857,0.257142857,0.314285714,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429
PVE,30,1,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,31,97,0.408866995,0.517241379,0.004926108,0.014778325,0.004926108,0.004926108,0.034482759,0.004926108,0.004926108
PVE,32,1,0.090909091,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,33,9,0.407407407,0.333333333,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
PVE,34,72,0.647058824,0.215686275,0.006535948,0.084967320,0.006535948,0.006535948,0.006535948,0.019607843,0.006535948
PVE,36,39,0.080459770,0.793103448,0.011494253,0.034482759,0.034482759,0.011494253,0.011494253,0.011494253,0.011494253
PVE,37,19,0.021276596,0.234042553,0.617021277,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596
PVE,38,2,0.230769231,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,40,11,0.677419355,0.096774194,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065
PVE,41,4,0.176470588,0.294117647,0.058823529,0.176470588,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,42,53,0.026086957,0.165217391,0.756521739,0.008695652,0.008695652,0.008695652,0.008695652,0.008695652,0.008695652
PVE,43,1,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.272727273,0.090909091
PVE,44,35,0.240506329,0.670886076,0.012658228,0.012658228,0.012658228,0.012658228,0.012658228,0.012658228,0.012658228
PVE,45,9,0.333333333,0.407407407,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
PVE,46,10,0.241379310,0.103448276,0.034482759,0.103448276,0.379310345,0.034482759,0.034482759,0.034482759,0.034482759
PVE,47,8,0.120000000,0.520000000,0.040000000,0.040000000,0.120000000,0.040000000,0.040000000,0.040000000,0.040000000
PVE,49,28,0.353846154,0.476923077,0.015384615,0.076923077,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
PVE,51,2,0.230769231,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,53,20,0.102040816,0.714285714,0.020408163,0.061224490,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163
PVE,55,7,0.391304348,0.304347826,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
PVE,57,2,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077
PVE,58,2,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077
PVE,59,1,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091
PVE,68,52,0.345132743,0.327433628,0.008849558,0.274336283,0.008849558,0.008849558,0.008849558,0.008849558,0.008849558
PVE,69,9,0.333333333,0.407407407,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
PVE,70,2,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,71,39,0.425287356,0.241379310,0.011494253,0.172413793,0.103448276,0.011494253,0.011494253,0.011494253,0.011494253
PVE,73,3,0.066666667,0.066666667,0.466666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,74,3,0.200000000,0.200000000,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.200000000,0.066666667
PVE,75,4,0.176470588,0.294117647,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.176470588,0.058823529
PVE,76,3,0.200000000,0.333333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,77,5,0.157894737,0.263157895,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.263157895,0.052631579
PVE,80,5,0.368421053,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.263157895,0.052631579
PVE,81,5,0.052631579,0.157894737,0.473684211,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
PVE,82,1,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,83,2,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,89,2,0.076923077,0.230769231,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,90,4,0.176470588,0.411764706,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,91,1,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,92,1,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,94,12,0.030303030,0.151515152,0.151515152,0.030303030,0.030303030,0.030303030,0.515151515,0.030303030,0.030303030
PVE,101,2,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,102,4,0.058823529,0.529411765,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,103,7,0.043478261,0.652173913,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
PVE,104,5,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.578947368,0.052631579,0.052631579
PVE,108,10,0.034482759,0.517241379,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.241379310,0.034482759
PVE,117,22,0.018867925,0.547169811,0.018867925,0.094339623,0.018867925,0.018867925,0.018867925,0.245283019,0.018867925
PVE,118,13,0.200000000,0.600000000,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429
PVE,119,16,0.268292683,0.219512195,0.024390244,0.024390244,0.024390244,0.024390244,0.365853659,0.024390244,0.024390244
PVE,120,2,0.076923077,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,121,10,0.448275862,0.172413793,0.034482759,0.172413793,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759
PVE,123,12,0.151515152,0.636363636,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030
PVE,124,16,0.024390244,0.121951220,0.707317073,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244
PVE,125,17,0.116279070,0.302325581,0.023255814,0.023255814,0.023255814,0.023255814,0.441860465,0.023255814,0.023255814
PVE,126,19,0.106382979,0.234042553,0.148936170,0.021276596,0.021276596,0.021276596,0.404255319,0.021276596,0.021276596
PVE,131,8,0.360000000,0.200000000,0.040000000,0.040000000,0.040000000,0.040000000,0.040000000,0.200000000,0.040000000
PVE,132,14,0.297297297,0.135135135,0.027027027,0.405405405,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
PVE,133,23,0.309090909,0.563636364,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818
PVE,145,61,0.053435115,0.145038168,0.496183206,0.007633588,0.007633588,0.007633588,0.267175573,0.007633588,0.007633588
PVE,146,5,0.052631579,0.052631579,0.157894737,0.052631579,0.052631579,0.052631579,0.473684211,0.052631579,0.052631579
PVE,147,1,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.272727273,0.090909091
PVE,148,1,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,149,5,0.473684211,0.157894737,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
PVE,150,6,0.142857143,0.428571429,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.142857143,0.047619048
PVE,153,22,0.132075472,0.660377358,0.018867925,0.018867925,0.094339623,0.018867925,0.018867925,0.018867925,0.018867925
PVE,154,22,0.433962264,0.433962264,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925
PVE,155,12,0.030303030,0.212121212,0.515151515,0.030303030,0.090909091,0.030303030,0.030303030,0.030303030,0.030303030
PVE,156,27,0.079365079,0.587301587,0.015873016,0.015873016,0.015873016,0.015873016,0.238095238,0.015873016,0.015873016
PVE,157,3,0.333333333,0.200000000,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,158,30,0.391304348,0.362318841,0.014492754,0.130434783,0.014492754,0.014492754,0.014492754,0.043478261,0.014492754
PVE,159,10,0.103448276,0.103448276,0.448275862,0.034482759,0.034482759,0.034482759,0.034482759,0.172413793,0.034482759
PVE,160,5,0.157894737,0.263157895,0.263157895,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
PVE,161,7,0.304347826,0.304347826,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.130434783,0.043478261
PVE,162,2,0.076923077,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.230769231,0.076923077
PVE,163,9,0.481481481,0.259259259,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037
PVE,165,9,0.037037037,0.259259259,0.111111111,0.037037037,0.037037037,0.037037037,0.407407407,0.037037037,0.037037037
PVE,168,2,0.230769231,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,169,3,0.066666667,0.466666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,170,4,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.529411765,0.058823529,0.058823529,0.058823529
PVE,172,22,0.509433962,0.358490566,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925,0.018867925
PVE,198,41,0.692307692,0.230769231,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011,0.010989011
PVE,199,70,0.557046980,0.382550336,0.006711409,0.006711409,0.006711409,0.006711409,0.006711409,0.020134228,0.006711409
PVE,200,57,0.138211382,0.788617886,0.008130081,0.008130081,0.008130081,0.008130081,0.008130081,0.024390244,0.008130081
PVE,201,75,0.106918239,0.823899371,0.006289308,0.006289308,0.006289308,0.006289308,0.006289308,0.031446541,0.006289308
PVE,202,54,0.470085470,0.470085470,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009
PVE,203,88,0.524324324,0.437837838,0.005405405,0.005405405,0.005405405,0.005405405,0.005405405,0.005405405,0.005405405
PVE,204,14,0.513513514,0.297297297,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
PVE,205,7,0.391304348,0.304347826,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
PVE,207,30,0.014492754,0.188405797,0.710144928,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754,0.014492754
PVE,208,29,0.014925373,0.134328358,0.761194030,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373
PVE,209,53,0.200000000,0.530434783,0.008695652,0.008695652,0.008695652,0.008695652,0.217391304,0.008695652,0.008695652
PVE,210,56,0.289256198,0.454545455,0.008264463,0.008264463,0.008264463,0.008264463,0.206611570,0.008264463,0.008264463
PVE,211,14,0.243243243,0.567567568,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
PVE,212,15,0.333333333,0.487179487,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026
PVE,213,16,0.317073171,0.512195122,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244
PVE,214,16,0.414634146,0.414634146,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244
PVE,217,35,0.645569620,0.240506329,0.012658228,0.012658228,0.012658228,0.012658228,0.012658228,0.037974684,0.012658228
PVE,234,41,0.318681319,0.208791209,0.010989011,0.186813187,0.186813187,0.010989011,0.010989011,0.054945055,0.010989011
PVE,235,8,0.200000000,0.200000000,0.040000000,0.280000000,0.040000000,0.040000000,0.040000000,0.120000000,0.040000000
PVE,239,26,0.049180328,0.180327869,0.278688525,0.016393443,0.016393443,0.016393443,0.409836066,0.016393443,0.016393443
PVE,249,17,0.023255814,0.627906977,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814,0.209302326,0.023255814
PVE,253,2,0.076923077,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,254,4,0.411764706,0.176470588,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,255,93,0.517948718,0.446153846,0.005128205,0.005128205,0.005128205,0.005128205,0.005128205,0.005128205,0.005128205
PVE,256,32,0.424657534,0.479452055,0.013698630,0.013698630,0.013698630,0.013698630,0.013698630,0.013698630,0.013698630
PVE,257,44,0.051546392,0.010309278,0.876288660,0.010309278,0.010309278,0.010309278,0.010309278,0.010309278,0.010309278
PVE,258,2,0.076923077,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.230769231,0.076923077
PVE,259,20,0.428571429,0.428571429,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163,0.020408163
PVE,260,31,0.211267606,0.098591549,0.014084507,0.605633803,0.014084507,0.014084507,0.014084507,0.014084507,0.014084507
PVE,261,3,0.066666667,0.066666667,0.466666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,267,2,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,268,48,0.219047619,0.066666667,0.009523810,0.009523810,0.009523810,0.009523810,0.657142857,0.009523810,0.009523810
PVE,269,97,0.073891626,0.162561576,0.004926108,0.004926108,0.004926108,0.004926108,0.733990148,0.004926108,0.004926108
PVE,272,28,0.353846154,0.538461538,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615,0.015384615
PVE,273,18,0.155555556,0.688888889,0.022222222,0.022222222,0.022222222,0.022222222,0.022222222,0.022222222,0.022222222
PVE,280,2,0.076923077,0.384615385,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,281,13,0.314285714,0.200000000,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.314285714,0.028571429
PVE,282,1,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,285,12,0.030303030,0.454545455,0.333333333,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030
PVE,286,3,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.466666667,0.066666667
PVE,287,46,0.009900990,0.465346535,0.465346535,0.009900990,0.009900990,0.009900990,0.009900990,0.009900990,0.009900990
PVE,289,6,0.238095238,0.428571429,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048
PVE,290,3,0.200000000,0.333333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,291,5,0.368421053,0.263157895,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
PVE,292,4,0.176470588,0.294117647,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.176470588,0.058823529
PVE,293,3,0.333333333,0.200000000,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,300,23,0.090909091,0.272727273,0.018181818,0.527272727,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818
PVE,301,21,0.215686275,0.372549020,0.019607843,0.019607843,0.019607843,0.019607843,0.019607843,0.294117647,0.019607843
PVE,309,6,0.047619048,0.428571429,0.238095238,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048
PVE,310,2,0.076923077,0.230769231,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,311,26,0.081967213,0.442622951,0.377049180,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443
PVE,314,7,0.043478261,0.043478261,0.652173913,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
PVE,315,13,0.142857143,0.657142857,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429,0.028571429
PVE,316,3,0.200000000,0.333333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667
PVE,317,4,0.294117647,0.294117647,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,318,3,0.333333333,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.200000000,0.066666667
PVE,320,10,0.241379310,0.517241379,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759,0.034482759
PVE,323,5,0.263157895,0.368421053,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
PVE,324,16,0.414634146,0.365853659,0.024390244,0.073170732,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244
PVE,325,15,0.384615385,0.384615385,0.025641026,0.025641026,0.025641026,0.025641026,0.025641026,0.076923077,0.025641026
PVE,326,21,0.019607843,0.019607843,0.019607843,0.019607843,0.019607843,0.843137255,0.019607843,0.019607843,0.019607843
PVE,330,4,0.058823529,0.294117647,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.294117647,0.058823529
PVE,331,12,0.272727273,0.030303030,0.030303030,0.030303030,0.030303030,0.030303030,0.515151515,0.030303030,0.030303030
PVE,332,18,0.111111111,0.377777778,0.022222222,0.022222222,0.022222222,0.022222222,0.377777778,0.022222222,0.022222222
PVE,333,10,0.172413793,0.103448276,0.034482759,0.034482759,0.034482759,0.034482759,0.517241379,0.034482759,0.034482759
PVE,335,23,0.090909091,0.781818182,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818,0.018181818
PVE,336,1,0.090909091,0.272727273,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
PVE,337,11,0.161290323,0.612903226,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065
PVE,340,4,0.058823529,0.294117647,0.294117647,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,341,5,0.052631579,0.052631579,0.473684211,0.052631579,0.052631579,0.052631579,0.157894737,0.052631579,0.052631579
PVE,352,19,0.148936170,0.531914894,0.021276596,0.148936170,0.021276596,0.021276596,0.021276596,0.063829787,0.021276596
PVE,353,48,0.180952381,0.523809524,0.009523810,0.142857143,0.085714286,0.009523810,0.009523810,0.028571429,0.009523810
PVE,355,171,0.002849003,0.299145299,0.680911681,0.002849003,0.002849003,0.002849003,0.002849003,0.002849003,0.002849003
PVE,356,229,0.006423983,0.216274090,0.751605996,0.014989293,0.002141328,0.002141328,0.002141328,0.002141328,0.002141328
PVE,357,30,0.130434783,0.536231884,0.014492754,0.101449275,0.014492754,0.014492754,0.014492754,0.159420290,0.014492754
PVE,358,30,0.101449275,0.623188406,0.014492754,0.101449275,0.014492754,0.014492754,0.014492754,0.101449275,0.014492754
PVE,359,38,0.294117647,0.482352941,0.011764706,0.105882353,0.035294118,0.011764706,0.011764706,0.035294118,0.011764706
PVE,360,44,0.195876289,0.546391753,0.010309278,0.010309278,0.010309278,0.010309278,0.010309278,0.195876289,0.010309278
PVE,361,16,0.024390244,0.170731707,0.024390244,0.024390244,0.024390244,0.024390244,0.024390244,0.658536585,0.024390244
PVE,362,40,0.123595506,0.303370787,0.011235955,0.033707865,0.033707865,0.011235955,0.011235955,0.460674157,0.011235955
PVE,363,59,0.007874016,0.496062992,0.007874016,0.291338583,0.007874016,0.007874016,0.007874016,0.165354331,0.007874016
PVE,364,40,0.011235955,0.550561798,0.011235955,0.168539326,0.011235955,0.011235955,0.011235955,0.213483146,0.011235955
PVE,366,49,0.009345794,0.009345794,0.009345794,0.009345794,0.009345794,0.925233645,0.009345794,0.009345794,0.009345794
PVE,367,9,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0.703703704,0.037037037,0.037037037,0.037037037
PVE,370,26,0.245901639,0.606557377,0.016393443,0.016393443,0.016393443,0.016393443,0.016393443,0.049180328,0.016393443
PVE,371,29,0.194029851,0.552238806,0.014925373,0.014925373,0.014925373,0.014925373,0.014925373,0.164179104,0.014925373
PVE,378,2,0.076923077,0.230769231,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077
PVE,388,36,0.481481481,0.308641975,0.012345679,0.012345679,0.135802469,0.012345679,0.012345679,0.012345679,0.012345679
PVE,389,24,0.192982456,0.438596491,0.017543860,0.017543860,0.228070175,0.017543860,0.017543860,0.052631579,0.017543860
PVE,390,139,0.045296167,0.108013937,0.679442509,0.003484321,0.003484321,0.003484321,0.003484321,0.149825784,0.003484321
PVE,391,154,0.059936909,0.141955836,0.589905363,0.003154574,0.034700315,0.003154574,0.003154574,0.160883281,0.003154574
PVE,392,73,0.187096774,0.625806452,0.006451613,0.070967742,0.070967742,0.006451613,0.006451613,0.019354839,0.006451613
PVE,393,74,0.133757962,0.796178344,0.006369427,0.006369427,0.031847134,0.006369427,0.006369427,0.006369427,0.006369427
PVE,397,4,0.411764706,0.176470588,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529
PVE,399,2,0.076923077,0.230769231,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.230769231,0.076923077
PVE,401,88,0.016216216,0.081081081,0.837837838,0.005405405,0.037837838,0.005405405,0.005405405,0.005405405,0.005405405
PVE,402,95,0.165829146,0.055276382,0.708542714,0.015075377,0.015075377,0.005025126,0.005025126,0.025125628,0.005025126
PVE,403,41,0.384615385,0.318681319,0.010989011,0.010989011,0.186813187,0.010989011,0.010989011,0.054945055,0.010989011
PVE,404,60,0.457364341,0.255813953,0.007751938,0.023255814,0.178294574,0.007751938,0.007751938,0.054263566,0.007751938
PVE,405,34,0.064935065,0.220779221,0.012987013,0.012987013,0.142857143,0.012987013,0.506493506,0.012987013,0.012987013
PVE,406,57,0.121951220,0.317073171,0.008130081,0.008130081,0.089430894,0.008130081,0.430894309,0.008130081,0.008130081
PVE,409,74,0.006369427,0.006369427,0.006369427,0.006369427,0.006369427,0.949044586,0.006369427,0.006369427,0.006369427
PVE,410,17,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814,0.813953488,0.023255814,0.023255814,0.023255814
PVE,411,64,0.007299270,0.007299270,0.007299270,0.007299270,0.007299270,0.941605839,0.007299270,0.007299270,0.007299270
PVE,412,19,0.021276596,0.021276596,0.021276596,0.021276596,0.021276596,0.829787234,0.021276596,0.021276596,0.021276596
PVE,413,56,0.471074380,0.355371901,0.008264463,0.008264463,0.057851240,0.008264463,0.008264463,0.074380165,0.008264463
PVE,414,63,0.229629630,0.525925926,0.007407407,0.051851852,0.007407407,0.007407407,0.007407407,0.155555556,0.007407407
PVE,415,52,0.008849558,0.061946903,0.610619469,0.008849558,0.044247788,0.008849558,0.008849558,0.238938053,0.008849558
PVE,416,83,0.005714286,0.062857143,0.657142857,0.005714286,0.005714286,0.005714286,0.005714286,0.245714286,0.005714286
PVE,417,84,0.118644068,0.706214689,0.005649718,0.028248588,0.005649718,0.005649718,0.005649718,0.118644068,0.005649718
PVE,418,91,0.120418848,0.685863874,0.005235602,0.047120419,0.026178010,0.005235602,0.005235602,0.099476440,0.005235602
PVE,419,52,0.008849558,0.433628319,0.008849558,0.026548673,0.061946903,0.008849558,0.008849558,0.433628319,0.008849558
PVE,420,58,0.008000000,0.424000000,0.008000000,0.056000000,0.008000000,0.008000000,0.008000000,0.472000000,0.008000000
PVE,421,54,0.008547009,0.179487179,0.743589744,0.008547009,0.025641026,0.008547009,0.008547009,0.008547009,0.008547009
PVE,422,80,0.005917160,0.207100592,0.739644970,0.005917160,0.005917160,0.005917160,0.005917160,0.017751479,0.005917160
PVE,423,95,0.025125628,0.708542714,0.005025126,0.045226131,0.015075377,0.005025126,0.005025126,0.185929648,0.005025126
